premise,hypothesis,label,idx
And the labor-market success of millions of unskilled immigrants in recent years makes it hard to sustain the case that only highly trained or educated workers are in demand--at least for the moment.,There have been no jobs available for unskilled laborers in the last few years. ,2,213013
Pa learned us to read outta them.,Our sister taught us how to read them. ,2,314052
"We expect this revision of the standards to supersede the 1994 revision, including amendments 1 and 2. Thereafter, we intend to continue our policy of issuing amendments addressing specific issues as needed.",We think that this revision of the standards will be overruled by the 1994 revision.,2,28605
It's a space-ship.,It is a water bound ship.,2,269876
and you just never can time those things right with the water the way you would like them to be uh we got there and the water was really low we we ended up carrying the canoes over portions and at one point even though i know your not supposed to do this i stood up in the canoe and reached my paddle up as high as i could and i could not even touch the branches that were over the the uh river part there and you could see debris in those branches where the water had just been a couple of weeks prior,We rode in our canoes in a deep lake without any shallow areas.,2,3848
yeah i'm down here at TI,Nope i'm nowhere near TI.,2,180692
"Although deductions for lower-income taxpayers appear to yield a greater net increase in national saving because they are less costly for the government, they also offer relatively less incentive for lowerincome families to save.",Deductions for lower-income taxpayers offer relatively less incentive for lower-income families to spend.,2,297005
The way he played with the villager with the sword.,The man and the villager were violently fighting with arrows. ,2,89835
The primary focus of ITRB is to provide a review of major system initiatives at the joint request of the Office of Management and Budget and an agency and to publicize lessons learned and promising practices.,There is no primary focus for ITRB at this time.,2,223960
All of the above?,You may only choose one option.,2,148325
and that's where it costs money,the whole process is free,2,281813
That you'd go blabbin' this to the whole world?,I know you won't tell anyone.,2,40554
uh my brother's got a collection there they both uh do police work uh they go out and shoot and they're from the mentality that when uh uh guns were against the law only criminals owned them that sort of thing,Legalize the guns and police won't have to deal with them.,2,305993
The fortifications are a prime surviving testimony to the military technology of the time and have been proclaimed a national monument.,The fortifications are not a national monument.,2,16093
Hiking trails abound in the Santa Monica and San Gabriel mountain ranges.,There are just a couple of trails in the mountains.,2,170913
"It turns out that Mr. Ed, the talking horse, died of a drug overdose.",Drugs had no effect on Mr. Ed.,2,254357
"In one trauma center, BAC had a sensitivity of 63 percent for an alcohol disorder.",BAC cannot be measured by sensitivity to deduce alcohol disorder status.,2,208287
has been uh broadcasting all of the James Bond movies,no James Bond movies have been broadcasting,2,308886
yeah well they and yet did they can they do anything to them when they're in prison i mean surely they can put them in solitary or something i mean  or is that just mythical,They cannot put them in solitary when they're in prison.,2,106659
But he added that many other groups had gone along [with the reorganization] reluctantly when faced with the possible loss of most of their budgets.,He said groups had never reorganized.,2,163769
"Among the prettiest is Marathokambos, nestling in the shadow of Mount Kerkis.",Marathokambos is some of the ugliest things you can find near Mount Kerkis.,2,332816
exactly and the same with the airlines back in the days when they were uh controlled and and uh uh transcontinental or um um um um interstate uh trucking i mean as soon as the uh the federal government gave up control on all that they just went to hell in a hand basket,"If the government would back off, everyone would be better off. ",2,31580
if you could come up with a device that's the thing,You should not mess with that device.,2,276306
"The people and governments of Mallorca and Menorca have recognized a need to choose between surrendering the natural beauty and easygoing lifestyle of their islands to the ravenous consumption of foreign vacationers and homebuyers, and protecting what's left of each.",The people of Mallorca and Menorca have decided to fully embrace tourism and consumption.,2,145298
"Coughing and choking on what must be his own blood, he scrabbled at the knife and ripped it out.",He kept the knife in to stem the flow. ,2,114133
Prudie was inundated by lotsa mail on this subject.,Prudie didn't get a single letter about that.,2,175761
so how do you feel about our policy in Latin America,How does Latin Amerca make you feel?,2,362650
"Go and fetch it in a taxi, then.",Come with me and fetch it in my car.,2,184736
A'Deem left his booth to the boy with a strong threat and whispered to the mercenary who walked the lane.,A'Deem stayed at his booth.,2,18289
we outgrew the need for that and so i used it for an aquarium,I'm not concerned with keeping water clean.,2,107535
Nero was emperor until 70 A.D.,Nero was emperor until 2015. ,2,90973
and uh she just would get them real cheap and stuff and send them over but she she is quite familiar with i guess because it seems like uh older people have much better um in their schooling they they got more of the classics than i did you know and she knows so much more of them than i do i wouldn't even know you know to go look for that author or that book,It cost a fortune to buy them.,2,295376
Republicans say that organized labor spent $200 million to $500 million promoting Democratic candidates last year.,Democrats said unions supported Republicans.,2,271315
have you done any camping around here,Have you ever walked on the moon?,2,320992
"You remember ”he addressed us collectively again ”""that through all the tumult and noise next door Mademoiselle Cynthia slept. ",Mademoiselle Cynthia was wide awake as he spoke to us collectively. ,2,293625
and to keep abreast of the knowledge out there we got to constantly read go to school uh TV watching has sure hasn't gone too much out the door because TV is still well the cable system and the satellite dishes has made it to where a lot of people can just leave regular TV programming and watch a lot of other a variety of programs out there as well as use of the VCR,We never went to school beause we were homeschooled.,2,241123
"In trigonometry-for-dummies terms, what that means is that for every foot the ball would have continued to drop vertically, it would have traveled another 0.6 feet horizontally.",The ball is only moving in one direction: vertically.,2,294871
The Tomb of Ramses VI (9) reopened in 2000 after major renovations.,The Tomb opened in 2001 for the first time.,2,161008
"The culture of fund-raising rewards quantity, not care.",Fund-raising is all about who won the gold cup in 1988.,2,115311
Mrs. Clinton's mentor Marian Wright Edelman was at the height of the 1980s U.S.-Soviet tensions ...,Marian Wright Edelman was absent during peak U.S.-Soviet tensions.,2,128725
And the secret names of all those present.,The secret names of everybody not present,2,82078
Twenty thousand of them got sacrificed in a bunch for some reason or other.,"On that year, there were no sacrifices at all.",2,48045
"For ongoing work--except for classified work and investigations--GAO will disclose, if asked.",There is no GAO and they will never disclose.,2,212609
so i know uh you know i know about this project so i got my students to sign up and uh apparently a number of them have been participating,I have never heard about this project and don't know anyone participating in it. ,2,77769
"When you reach the canal, technically the Levassor River (the propeller, or h??lice, was invented by a Martiniquais, Gilbert Canque, and tested for the first time in this rather murky stream), you'll want to croseover the stone footbridge.",The beautiful canal has since separated and is no longer a part of the Levassor River.,2,240770
They wouldn't do it with just any woman.,They were easygoing and available to all women.,2,204470
"Mary and John stand on either side of the crucified Jesus upheld by his Father, while the dove of the Holy Spirit hovers between them, the whole forming an inspiring triangle under the coffered ceiling of a Renaissance chapel.","Only Jesus, alone on the cross, is depicted on the chapel's ceiling.",2,329313
"The Sinai has long been the domain of the Bedouin, nomadic tribes who travel with their flocks of sheep and camels, moving from pasture to pasture and living in large family tents.",the Bedouins never lived in the Sinai.  ,2,136483
Compare prices before you buy any significant item.,Comparing prices doesn't save you money,2,152068
you know i'm a single parent and you know i have to pay for medical insurance and it's just outrageous my son you know has got allergies and he's got this and he's got that and he broke his arm i mean and you know it's a thousand dollars here a thousand dollars there,I have the luxury of not being required to pay for medical insurance and am lucky that my son never has any medical issues.,2,178645
More New Stuff,Additional old crap.,2,42562
"It is hard to imagine, though, why any government would embargo such a product, unless the plastic surgeons' lobby has already got to them.",There's not a single reason why any government would embargo this product.,2,132702
States will also be requiring utilities to comply with Best Available Retrofit Technology (BART) programs (either source-specific standards or a trading program) to meet requirements to reduce regional haze.,"BART standards are voluntary in the states, and is not legally mandated.",2,138086
"But Breines is avowedly anti-Israel, and he sees any expression of Jewish self-defense as a sign of nationalism gone awry.",Breines Is pro-Isreal and he sees any expression of Jewish self-defense as a sign of good nationalism. ,2,87529
Both trails are divided into smaller segments of varying difficulty.,The trails are equal in difficulty and scenery.,2,384348
"Participants represent key stakeholders including funders, bar leaders, judges, advocates and clients, among others.",Participants do not represent any of the key stakeholders.,2,165579
"What's striking, as Sharon Hays recently pointed out in The Cultural Contradictions of Motherhood (1996), is how tenaciously we cling to intensive motherhood, as she calls this ambitious mission, despite its increasing impracticality and despite how guilty it can make us feel.",Sharon Hays recently pointed out in The Cultural Age of Motherhood (1996).,2,359050
"Further accountability can be achieved by ensuring that all relevant management laws are applied to the new department (e.g, Government Performance and Results Act (GPRA), Chief Financial Officers Act, Clinger-Cohen Act, etc.).",No management laws should be applied to new departments.,2,378177
"But the Austrians defeated a rebel government of  united Italian provinces,  weakened by regional rivalries and conflicting personal ambitions.",The Italian provinces were unified in personal ambitions.,2,137062
to get involved in something like this because a lot of families think well you know i i i'll bring up the son mom and you bring up the daughters,almost no families take gender into consideration when bringing up children anymore,2,127017
"Forgotten the faint creakings, the imagined noises of a minute ago.",The noises were so loud they made everyone jump.,2,121753
Visceral loathing is the only attitude acceptable to the Washington press corps.,The Washington press corps enjoys laughing.,2,158221
"In the main square of the town (walk inland from the mosque on the south side of the agora) is the archaeological museum, which features finds from ancient Kos, including mosaics and domestic utensils.","To the west of the town is the museum, which features finds from ancient Laos.",2,276705
You could have heard a pin drop.,It was so loud in there you could not hear yourself think.,2,10340
i mean i i because the way i mean sort of the way to think about it is well they won you know they sort of took over the um they're one of the only countries in in in history that has been told that they have to give back what they took in a war which they didn't start basically so,"Even though they lost, it seemed fair for them give back what they took since they had started it.",2,127529
"By the end of the 1980s, more than 80 percent of Cuban trade was with the USSR, which also provided Cuba with a subsidy of state support worth an estimated US$5 billion annually.","At the end of the 1980s, Cuba no longer had any trade with the USSR.",2,224357
"On this island paradise, tourists and expatriates coexist side by side with movie stars, artists, the young and trendy, ageing hippies, and, of course, locals, the total residential population being over 80,000.",The residential population of the island paradise is roughly fifty thousand.,2,268553
And on it goes.,And here it finally ends.,2,206177
Nor are all lies deceptions--some lies are told without any intention to deceive (You've lost weight!,All lies are told with the intention to deceive.,2,253934
He would not go without her.,The man walked out leaving the woman to fend for herself.,2,308426
I guess I know that.,I guess I have no idea about that.,2,107072
yeah well it's my dad's and we've had it for over he's been there for a long time so,my dad has only been there for a short while,2,196110
"Happy Halloween, everybody.",Merry Christmas!,2,56522
well that that's the really neat thing i teach in the continuing education classes so i don't uh i don't have to have grade any grades no grade books so that's great,I still have to have grade books when teaching my continuing education courses.,2,165691
and and and and go other routes our our our i think basically our air pollution is one of the one of the uh oh uh oh one of main side effects uh or or or or you know one of those visible symptoms of the US energy policy period and our energy policy is just nil just is nonexistent and uh if we had one you know striving to meet certain standards and certain goals and really to push it and uh let the corporations and the yeah you know the the automobile manufactures and stuff it it it just keeps sliding i i think it would make a big big difference it's just it you know it just hasn't hit people yet that we may have crossed the line,I think everyone knows that we are way past the line with air pollution.,2,172730
so but yes i would definitely buy one of those before if i had to between that and Lincoln i'd probably buy the Show,I would never consider buying a Show.,2,156895
They spent the night on the gorge's edge.,They were lost and thought that they would be found quicker if they spent the night on Gorge's edge.,2,179239
and every you know they go all the time i mean it's like they would go almost everyday to the store and they had their little bags way back then and fill it up and they had this little bitty old teeny refrigerators,back in those days they only went to the store once a week,2,158409
that's where if you had judges that had any backbone whatsoever they'd have thrown that out before it even got,The vast majority of judges have ample backbone.,2,163830
The centerpiece of a new plan for the decrepit city's renewal wins more praise for its intentions than for its design.,The city is well-maintained and thriving. ,2,328787
More depressing is the possibility that he means it.,He denied the possibility that he means it.,2,348429
yeah like say Houston now i would now me not even knowing anything about Houston i would think that it's a pretty calm city,"i've been to Houston, so i know it's a really hectic city",2,55056
The composer and multimedia performer Laurie Anderson now calls herself a content ,Laurie Anderson never considered herself a content.,2,371567
"You're Dave Hanson,"" Ser Perth said flatly.","Ser Perth greeted Dave enthusiastically: ""you're Dave Hanson!"".",2,280938
He walked through a thousand conversations that would or would not convince them.,He didn't plan on talking to them.,2,329291
"Quick, what is your vision?",I do not need to know your vision. ,2,36777
Don't fall for it.,Go ahead and fall for it.,2,93131
"It's not Wallace's initial caving-in to the network--I'm with Don on this, he tells Bergman--that does him the most damage.",Im not with Don on this one Bergman.,2,179082
uh a lot of people really doesn't think that much about it because it hasn't happened to them which it hasn't to me either you know thank goodness but still it it could,"Even though it hasn't happened, everyone contemplates and puts a lot of thinking about it.",2,101724
"There were seven planets and the sun, and three thousand fixed stars.",The seven planets danced with two suns in their solar system.,2,69722
" By the time he was too tired to go on again, he had come to the beginnings of fertile land.","He kept on going, never tiring from the labor.",2,128225
"The prisoner, on the contrary, was at that time at a lonely spot called Marston's Spinney, where he had been summoned by an anonymous note, couched in blackmailing terms, and threatening to reveal certain matters to his wife unless he complied with its demands. ",The prisoner wholehearted went to Marston's Spinney to confront the anonymous letter-sender. ,2,208649
"Jared Diamond, a Pulitzer Prize-winning physiology professor at the University of California Los Angeles, has offered an answer to what he calls one of the most disputed questions of linguistics: the origins of the Japanese language.",Jared Diamond is a chemistry teacher at the University of San Diego. ,2,368893
Close links to France have left their mark.,There are no signs of any links to France.,2,44414
The decision was made and a few key words were created right there and then.,They still couldn't decide.,2,361837
"During the same period, passenger arrivals increased by 42 percent, from 304 million to 431 million.","Within that timeframe, the passengers started arriving significantly less.",2,32012
", worker's compensation, civil service retirement unfunded liability), indirect labor such as carrier supervision, vehicle costs, and space related costs (rents, fuel, utilities, custodial maintenance).",Rent is not a space related cost.,2,72913
um there's hope i actually for all for the time i've spent there i still don't quite understand how certain things that i assume and require privacy and require not just that you be alone but actually that you have a sense of privacy,It wasn't hard to understand the tremendous amount of privacy there.,2,30051
"HCFA included the full text of its combined initial regulatory impact/regulatory flexibility analysis (analysis) as an appendix to the May 31, 1996 proposed rule.",The HCFA did not include the analysis in the appendices.,2,45150
Any reason why I can't bunk up there? he asked Kells.,He refused to speak to Kells.,2,67917
"But I am right in saying, am I not, that by your English law that will was automatically revoked when Mrs. Inglethorp remarried?"" Mr. Wells bowed his head. ",Mr. Wells kept his head held high as he listened. ,2,343795
Making Mergers Work workshop at the national NLADA/ABA Equal Justice Conference in March.,"The conference will be held in April, not March.",2,177083
"Raphael is well represented by a stately Veiled Woman (Hall 8, Jupiter), a classic Madonna of the Chair and Maddalena Doni (Hall 9, Saturn), deliberately imitating the pose of Leonardo da Vinci's Mona Lisa, and Pregnant Women (Hall 10, Iliad).",Raphael was the artist who painted the Mona Lisa.,2,105339
"(Tonight at 2:30: Sherilyn Fenn and Rob Estes in Permission From a Male Relative or Shannon Tweed and Harry Hamlin in Clearance From the Vice Squad . Even if you put Adrienne Barbeau in it, A University Degree just doesn't have the same ring.)",There are no shows screening on TV tonight.,2,152899
"Ideally, the design fixes for the failures should be corrected prior to manufacturing production units.",There are no concerns over any things needed a good fixing.,2,195708
"Even for a mammoth like ATandT, the economics of going local are close to prohibitive, because the local loop is the most expensive part of the entire system to build and operate.",Going local is a cost effective course of action for AT&T.,2,195908
"No place for anyone to hide here, thought Tuppence, with a sigh of relief, then 220 chided herself indignantly.",Tuppence thought this was the best place for someone to hide.,2,167433
"Conceived as a temporary structure just for the Fair, the tower was slated for destruction in 1910, but nobody had the heart to take it down.",The tower was destroyed.,2,39371
Price includes breakfast.,The price includes no meals.,2,43268
"The visitor center, designed so that it fits into the landscape, provides a 20-minute audio-visual presentation of the history of Irish monasticism, an exhibition on the geology and wildlife of the area, and conducts guided tours but you can also (preferably) wander about on your own.",The visitor center was intended to provide a stark contrast to its surroundings.,2,254712
"The administration's multipollutant proposal, a far reaching effort to decrease power plant emissions, was introduced as the Clear Skies Act in the U.S.",The administration had not decided on a  pollution proposal.,2,180115
"The national museums have free admission, but the SuperSaver Card, available at any Tourism Centre or participating attraction, will admit you to a number of others at a reduced price with priority entry.","The national museums have paid entry, same for all other museums.",2,27849
no i sure haven't it's i think it's supposed to be nice though,It's supposed to be terrible.,2,212318
uh-huh well uh everything's high priced out here  but uh uh,It's cheap out here.,2,100712
"The main road continues its loop, bringing you just about back tSevila Baleira, before a minor road heads north again towards Pico do Cetelo.",Sevila Baleira is impossible to get to from the main road.,2,90314
Would he have time?,Does he not have the time?,2,19546
"The various events held around Japan are usually highly ceremonial, with blazing torches illuminating the proceedings.",None of the events in Japan are ceremonial in the slightest.,2,49537
they have to hang around a little later to get there third shift work in but uh it's it's nice to have flex time especially being able to take off in the middle of the day and uh not hurt your pay if you come back and finish your eight hours that's that's a real benefit what have you found that you like in a big organization,It is not great that workers have flexible hours.,2,62592
i feel like i'm getting a little better of a workout and i'm losing more weight on this  than i had on the other and my legs you know how okay i'm going to turn forty this summer i was getting all  dimpled up,"My workout stinks, I'm gaining weight. ",2,346761
well here's the poor United States they helped us get on our feet so let's help them,They never helped us so the United States isn't going to do anything.,2,51293
"Of course the teasing has not abated, and the weight of my imaginary dunce cap is giving me a headache.",I felt like a genius.,2,27842
"Last year, Clinton signed legislation prohibiting federal recognition of gay marriages, then bragged about it in campaign ads.",Legislation prohibiting federal recognition of gay marriages has never been signed.,2,145024
These great cities will continue to shape our future.,These great cities have not shaped our future previously.,2,148251
"But Micah Sifry, who is writing a book on third parties, tells me that Gargan isn't simply a Ventura shill.",Micah Sifry is writing an article on third parties.,2,319392
"In Britain, where the government has refused to impose sanctions on India, the Times said that President Clinton needed British support and should have it.",Britain bombed India in retaliation.,2,386527
"Calm down"" Tommy had made an impatient gesture ""I'm going right away now going to the London and North Western Railway depot, if you want to know.""",Tommy said nothing and just continued on his way.,2,231315
121 I don't know what possessed me. ,I am fully aware of what I did. ,2,202165
"Well, I said, with a sigh, ""we will acquit Miss Howard, then. ","""Let's convict Miss Howard now,"" I said energetically.",2,90349
"The railroad retirement program is partly financed by an annual financial interchange that takes place between the Railroad Social Security Equivalent Benefit Account (a trust fund) and the trust funds for old-age and survivors insurance, disability insurance, and hospital insurance (OASDHI).",Only women who work for railroads receive disability insurance.,2,197982
Not all the time-wasters in the Pentagon are civilians.,No one wastes time at the Pentagon except civilians.,2,286998
Another blow and the shield began to splinter.,The shield held strong against the attack.,2,389882
"Even if Republicans decide later that they don't actually forgive and forget, it may be too late.",It's never too late for Republicans to forgive and forget.,2,142419
"While the empirical basis for adjusting the $6 million VSL for many of these factors does not yet exist, a thorough discussion of these uncertainties is included in EPA's Guidelines for Preparing Economic Analyses (U.S.","There is no VSL, as mandated by the EPA.",2,321398
yeah it gets it gets uh hot but uh it's not very humid and there's always a nice uh breeze blowing,It gets very cold and humid here.,2,318183
uh capital murder or something like that that it may be different,The standard is not capital murder.,2,334175
Residents of the little village of Port Royal now make their living from fishing.,Residents of Port Royal now make their living off mining.,2,217992
Gauve's wife had prepared a lunch for them.,Gauve's wife told them she wouldn't help at all.,2,353808
comes out of that deep lake and it's pretty cold water you know,It's warm water that comes out of there.,2,144123
"Today, we are issuing a separate report, captioned B-271810.",This report is captioned A-45 and is included in a single comprehensive report.,2,330659
"If a ruler died without direct heir, his state  lapsed  into British hands.","If a ruler died without an heir, a new one was just selected.",2,84114
20 per hour.,15 hourly,2,119299
" Islam frowns on the use of precious metals in its religious buildings, so artisans working more basic raw materials have always been highly regarded in the Arab world.",Islam says to coat their houses of worship in gold.,2,191333
"But since the Gwich'in opted out of the 1971 Alaska Native Claims Settlement Act, they stand to make no profit from new drilling.",They were all for the drilling since there was so much profit to be made.,2,205370
"Without adequate awareness about the risks involved in disclosing sensitive information, users may volunteer information which can allow an intruder to circumvent otherwise well-designed access controls.",There is no way for an intruder to to be involved with the sensitive information.,2,202834
The system in place today is the result of the processes begun with that grant.,The system in place today has never used grant money.,2,237411
The Commission's procedural rules governing proposed changes in the mail classification schedule are contained in Subpart C of title 39 of the Code of Federal Regulations.,None of the commission's rules are in the Code of Federal Regulations.,2,165268
"Boone, 62, had appeared onstage at the American Music Awards in a bare-chested leather outfit to promote his new album, in which he croons famous metal tunes.",Boone has never appeared at the American Music Awards.,2,260587
well thanks and it was nice to hear that you've had such good luck with your cat,That is sad to hear about your dog.,2,296980
up to a point i i'm getting now to the age where i don't like the new stuff that's coming and much of the new stuff that's coming out  husband says i'm getting old,I still love everything new I see.,2,17008
"Social conservatives seem fairly content with the tax package, since it includes their cherished $500-per-child credit.",Social conservatives are not satisfied with the tax package.,2,263904
His test tube bore a plaque reading: Model Number Two.,He was the 20th attempt.,2,246164
Shuttle buses run to the Roissy-Charles de Gaulle transportation hub.,The buses to the Roissy-Charles de Gaulle transportation hub are one way only.,2,125612
that was probably the worst thing that ever happened,I am proud to say it was the best thing to ever happen to me.,2,70026
"Long ago, had not Whittington asked: ""Who's been blabbing? ",Whittington voluntarily admitted he had compromised sensitive information.,2,143755
oh i have no idea i repainted the whole thing,I only repainted a small section.,2,310363
"Los Angeles, perhaps more than any other place on earth, is preceded by its reputation.",Las Angeles has a poor reputation.,2,360194
"It was declared a national monument and is interesting both outside and in, especially the vaulted ceiling on the upper floor.","It has been declared a national monument, and while bland on the outside, it has a fascinating interior.",2,335549
light reading,"It's a very intense, deep book.",2,247764
Klayman has hounded Keller ever since.,Klaymen has never hounded Keller at any point.,2,101204
"As directed, the Commission submits this report to the Senate and House of Representatives Committees on Appropriations, the Senate Committee on Governmental Affairs, and the House Committee on Government Reform.",The Commission submits letters detailing their darkest desires to the Senate.,2,128619
Something deeper is wrong.,There is no underlying issue.,2,361778
Targeted investments need to be made in our,We don't need to invest in anything.,2,215148
It is also known as Botanical Island for the exotic gardens created there.,It is also known as the Barren Island for its lack of natural development and growth.,2,391211
wow this is quite a quite a long distance,It's really close. ,2,107462
Father and son made a successful appeal before a Social Security administrative board on behalf a learning disabled client.,The appeal the father and son team made was not successful. ,2,232065
"He became involved in a power struggle with Columbus's son, Diego, who through his father's will had claims on the island.",Diego willingly gave up the island.,2,390480
Contracts should specify how problems are to be identified and reported.,The contract should have no provisions for how prblems are identified or reported.,2,240970
Quite right.,This isn't right whatsoever.,2,53191
uh the ones messing with old people,The people toying with the young men.,2,135593
"This should include separating the responsibilities for authorizing transactions, processing and recording them, reviewing the transactions, and handling any related assets.","This shouldn't include separating the responsibilities for authorizing transactions, processing and recording them,",2,264478
so that's an interesting alternative occasionally that i like to use,I don't use any alternative methods.,2,139245
"It is drunk as an aperitif, and indeed throughout the meal.",It is not ever drunk during the meal.,2,14653
but i don't know that it's a big money,He is sure it's a lot of money.,2,137707
they don't they don't have another football team to root for no competition yeah so,There are a lot of teams around there.,2,268987
"The back door of the museum leads to Rua do Bispo (Street of the Bishop), and both this and the parallel street, Rua Queimada Cima, are worth exploring.",The Rua Queimada Cima and Rua do Bispo are perpendicular to each other. ,2,368736
i haven't seen any of that stuff really,I've seen plenty of it.,2,111611
yeah we try to stay up too,We don't try to stay up.,2,294907
and uh she she got pregnant and then we decided she would stay home with the kids we would make that sacrifice it is a financial sacrifice to make because we go from two incomes down to one,We decided not to have any kids because we liked having so much spare income.,2,282203
"For IIA members who are internal auditing practitioners, executive management, boards of directors, or audit committees, this site provides standards, guidance, and information on internal auditing best practices.","The site provides no standards, guidance or information on internal auditing best practices.",2,192427
yeah a lot more appointee's i guess makes him carry a lot more weight,There is no link between the number of appointees and the weight he has to carry.,2,331405
But Harrison's audience would not have known what the Internet was.,Harrison's audience would've known what the Internet was. ,2,192989
i think i do too,I don't think I do.,2,60781
He didn't die until 1955.,He lived until 1988.,2,53943
Elemental load time varies with the number of pieces being loaded.,Elemental load time is constant with no matter the number of pieces being loaded.,2,120867
"He held out a hand to the salamander, petted it to a gentle glow and put it back over Dave's chest.",His actions were hostile towards the salamander. ,2,88446
"For example, EPA was only able to monetize three of the seven air pollutants affected by the rule.",The EPA couldn't monetize anything included in the rule.,2,198323
"The last emperor to enjoy it was King George V, for whom a painted wooden ceiling was installed.",The painted wooden ceiling was put in after King George V's funeral.,2,58358
The novel has its flaws.,The novel is flawless. ,2,310279
right yeah oh that sounds good,"Oh no, I don't think that will taste good",2,179490
"The streets nearby are filled with shops selling bright material, including the madras prints so typical of the FWI, ready-made clothing, shoes, and jewelry.","The streets nearby are filled with restaurants only, for shops you need to head downtown.",2,85081
"Off limits to non-Hindus, it can be viewed from an observation platform specially erected for the purpose by Lord Curzon.",Hindus and non-Hindus alike are permitted.,2,216948
"The Greeks dubbed it Ebysos, the Romans called it Ebusus, and the Moors, Yebisah.","In Greek, Eloyis; In Roman, Eboysos; In Moors, Jesus.",2,187051
"Currently, screening is a research tool, not a clinical tool.",Screening is used a as a clinical tool and not a research tool.,2,316647
The purpose of the Software Engineering Institute (SEI) is to improve the practice of software engineering.,The Software Engineering Institute is meant to help with cancer and age problems.,2,100568
"It sits in the east of the country, 5-km (3-miles) south of the estuary of the River Forth and 605-km (378-miles) north of London, the capital of the United Kingdom.",It is south of London.,2,22356
His words woke a vague alarm in her.,She didn't hear a word he said.,2,189845
"For entertainment on a more intimate scale, Eilat stages a Bedouin Evening (see page 92).","If you're looking for something more intimate, watch Barney The Dinosaur.",2,36617
TV watchdogs complain about the cartoon's violence.,TV watchdogs love the cartoon's violence and praise it.,2,127208
"A few kilometers to the southwest you'll find Holker Hall, a historic house owned by Lord and Lady Cavendish.","Holker Hall was owned by Lady Cavendish, but not Lord Cavendish.",2,114968
The broadcast networks are keeping up with potentially strong episodes of their flagship series.,The network's most popular show is close to being cancelled ,2,267907
You're sure to find a little remote spot all to yourself.,It won't be possible for you to find a solitary spots.,2,187432
"Conference participants reflected a true cross section of the country, with clients and advocates attending from more than twenty-eight (28) states.",The conference participants came from all 50 states. ,2,150296
"However, if auditors decide to perform their work in accordance with the standards for attestation engagements issued by the AICPA, auditors should apply the additional GAGAS standards for attestation engagements contained in chapter 6.","If auditors want to perform their work according to the standards for attestation engagements, they should not apply the GAGAS standards.",2,89889
well which uh sixties uh rock bands do you like the best,Who are you favorite rap artists from the eighties?,2,171377
He stood looking at her with a kind of desperate irresolution.,He feels confident in his plan.,2,236203
the world several major countries in the world that we deal with all the time don't respect women as business people so a woman president would be,Every country we deal with respect women as business individuals.,2,46110
and you pour the beer over the top of it and you cover it and you only cook it until the mixture begins to boil,"Leave out the beer, and make sure it isn't covered.",2,65897
"Between 24 b.c. and 15 b.c. , he had a small natural hill carved into an impregnable 100-metre- (300-foot-) high artificial mini-mountain, capped by a mighty fortress and palace.",His fortress and palace were on sea level between mountains.,2,91946
"She blocked them, not just from herself but from me.",She couldn't block them.,2,133559
"80, a hastily written occasional composition with amusing premonitions of Symphony No.",80 took over five years of painstaking effort to compose.,2,84211
She didn't wait long to come here.,She had to wait for three days.,2,392352
You might pack a toothbrush as well as your bathing suit if you decide on a one-day excursion to this cluster of little islands they're hard to leave.,"You might not want to stay for long, the island is riddled with snakes.",2,359436
"Can a Sandshrew, a specialist in ground fighting, beat a water Pokemon like the Poliwhirl?",Sandshrews are terrible at ground fighting and good at water fighting.,2,390171
yeah who has spare time um i don't really don't really do any handicraft things like that i used to i used to do like salt dough ornaments and things,"i still do a lot of crafts, especially making ornaments",2,261958
"One might take that with a grain of salt, I remarked sceptically. ","One will completely believe that, I remarked.",2,212102
yeah well if you enjoy it too you know you you can get out in the morning when before it gets hot and do it,It's best to do it when its hot out.,2,145671
"In contrast, several federal information security officials told us that they felt that their organizations were placed too low in the organizational structure to be effective and that they had little or no opportunity to discuss information security issues with their CIOs and other senior agency officials.",There was ample opportunity for CIOs to discuss matters with federal information security officials.,2,187855
VBA incorporated these measures in the performance appraisals for senior executives in its regional offices where the majority of senior executives are located.,Senior executives do not usually work in regional offices. ,2,190446
"However delightful, sightseeing in Paris is only part of the pleasure of a visit.",The sightseeing in Paris is not much of a pleasure.,2,347542
"Now we lose the village, said Jon.",Jon said we will be able to keep the village.,2,217567
Factor (Warner Bros.).Critics barely even bother with this action flick starring Cuba Gooding Jr. and Skeet Ulrich as a pair of ne'er-do-wells who end up with a load of heat-sensitive poison on their hands.,All critics gave the action flick very positive reviews.,2,258972
The entire Microsoft campus is just bubbling with energy and ideas.,The Microsoft campus is a slow and dreary place.,2,381878
The tubes formed are more than a kilometer (half mile) in length.,The tubes are very short.,2,29656
"The huge white Singha Durbar palace of the prime minister had 1,700 rooms, far more than the king's.",The Singha Durbar palace belonged to the king and was larger than that f the prime minister.,2,204077
Non-Hindus are allowed as far as the fourth courtyard.,The entirety of the grounds are open to visitors from all sects.,2,196796
Something happened between 1968 and 10 minutes ago that transformed the American flag from hallowed symbol to fabric pattern.,The flag is a hallowed symbol and at no time has that changed.  ,2,88899
"For example, GAO's work on how well agencies are incorporating a results orientation into their budget decisions and resource allocation process involves all major agencies.",GAO's work on how the agencies incorporate results orientation into their long-term plans.,2,205154
"The people are as varied as their landscape, but don't let anyone tell you the French national cliche is a myth.",The French people are homogeneous at best.,2,305493
