sentence1,sentence2,label,idx
"He said European governments "" have blocked all new bio-crops because of unfounded , unscientific fears .",""" They have blocked all new bio-crops because of unfounded , unscientific fears , "" Bush said .",1,1393
"If the companies won 't , their drugs could be prescribed to Medicaid patients only with the state 's say-so .","If a company won 't do so , its drugs could be prescribed to Medicaid patients only with the state 's say-so .",1,237
"Last year , Congress passed similar , though less expensive , buyout legislation for peanut farmers to end that program , which also dated from the Depression .","Last year , Congress passed similar , though less expensive , buyout legislation for peanut farmers , ending that Depression-era program .",1,1885
"They were identified as Abdul Azi Haji Thiming and Muhammad Jalaludin Mading of Thailand , and Esam Mohammed Khidr Ali of Egypt .","The three men charged with terrorism have been identified as Abdul Azi Haji Thiming and Muhammad Jalaludin Mading of Thailand , and Esam Mohammed Khidr Ali of Egypt .",1,3764
"Also Tuesday , a soldier drowned in an aqueduct in northern Iraq .","Another soldier drowned after diving into an aqueduct in northern Iraq , the Central Command said .",1,376
Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items .,Southwest said it completed inspections of its entire fleet of 385 aircraft and found no additional items .,1,2306
"Overall , students are most likely to be taught by a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching , the work-force portrait shows .","The average teacher is a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching , the work force portrait shows .",1,1168
"Come tonight , 21-year-old Morgan and as many as 1,200 fellow students at Wheaton College will gather in the gym for the first real dance in the school 's 143-year history .","As many as 1,200 students at Wheaton College will gather in the gym Friday night for the first real dance in the Christian school 's 143-year history .",1,2171
X2 took in $ 17.1 million for a total three-week take of $ 174 million .,"Elsewhere in theaters this weekend , "" X2 "" earned $ 17.1 million to raise its three-week total to $ 174 million .",1,2949
The move to rein in losses at its four boutique outlets comes as the retailer seeks to cap the cost of doing business .,The move to rein in the losses of the four upmarket food outlets comes as the retailer seeks to cap the cost of doing business .,1,1669
"In a televised interview on Wednesday , ECB President Wim Duisenberg said it was too soon to discuss further interest rate cuts in the 12-nation euro zone .",European Central Bank President Wim Duisenberg said in a televised interview that it was too soon to discuss further interest rate cuts in the euro zone .,1,203
"Also at increased risk are those whose immune systems suppressed by medications or by diseases such as cancer , diabetes and AIDS .",Also at increased risk are those with suppressed immune systems due to illness or medicines .,1,1499
Winners will be announced in a June 8 ceremony broadcast on CBS from Radio City Music Hall .,Tony winners will be announced June 8 in televised ceremonies from Radio City Music Hall .,1,310
"Hernandez has been treated for breast cancer , and Moore suffers from non-Hodgkin 's lymphoma .",Hernandez had breast cancer and Moore is being treated for non-Hodgkins lymphoma .,1,3646
"Contrary to what PeopleSoft management would have you believe , Oracle intends to fully support PeopleSoft customers and products for many years to come . ""","Ellison said that contrary to the contentions of PeopleSoft management , Oracle intends to "" fully support PeopleSoft customers and products "" for many years to come .",1,63
""" What they have done is a thinly veiled attempt to do an end run around the Constitution , "" she said .","The church 's lawyer , Shirley Phelps-Roper , was clear : "" What they have done is a thinly veiled attempt to do an end run around the constitution , "" she said .",1,1508
"FCC Chairman Michael Powell said in a statement that the ruling would "" throw a monkey wrench into the FCC 's efforts to develop a vitally important national broadband policy . ""","He added that the decision will "" throw a monkey wrench into the FCC 's efforts to develop a vitally important national broadband policy . """,1,2016
A spokeswoman for Interscope Geffen A & M declined to confirm how many employees were affected .,A spokeswoman for Interscope Geffen A & M Records declined to elaborate .,1,604
"A grief-stricken old woman , disconsolate with grief , smeared her face with dirt , uttering : "" My child , my child . ""","One old woman , disconsolate with grief , smeared her face with dirt , only able to utter : "" My child , my child . """,1,729
It was the first speech by a US president to a joint session of the Philippines Congress since 1960 .,President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960 .,1,3227
"The S3C2440 CPU supports major operating systems including Microsoft Windows CE / Pocket PC , Palm OS , Symbian , and Linux .","It supports the Windows CE , Palm , Symbian , and Linux operating systems .",1,3858
Bond also voiced his disappointment that neither President Bush nor his brother attended this conference in Florida or last year 's in Texas .,Bond voiced disappointment that neither President Bush nor his brother attended the 2002 conference in Texas or the 2003 meeting in Florida .,1,1643
"Special , sensitive light sensors pick up the telltale glow , he said .",A sensitive light detector then looks for the telltale blue glow .,1,1054
The two blond opponents appeared almost identical in matching powder-blue outfits – to their dismay .,"The two blond opponents appeared almost identical because they wore matching powder-blue outfits - to their dismay . """,1,1157
General Jeffery announced he would give his substantial military pension accumulated over 40 years to charity during his stay at Government House .,Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla .,1,564
Wild rock legend Ozzy Osbourne was in intensive care today as he continued his “ steady ” recovery from a quad bike accident .,"Wild rock legend Ozzy Osbourne could be kept in intensive care for “ several days ” following his quad bike accident , his doctor said tonight .",1,2624
"The company has agreed terms on the purchase of the paper division of the Dutch office supplies group Buhrmann , the largest paper distributor in Europe .","The company has reached agreement on the terms for buying the paper division of the Dutch office supplies group Buhrmann , the largest paper distributor in Europe .",1,1514
Another was in serious condition at Northwest Medical Center in Springdale .,"At Northwest Medical Center of Washington County in Springdale , one child is in serious condition .",1,246
"On Thursday , authorities evacuated residents who live in the canyon and closed off the road leading there .",Authorities evacuated residents and closed off the road leading to Waterman Canyon .,1,1968
"The juvenile arrested yesterday allegedly authored a variant of the worm known as "" RPCSDBOT . ""","The variant the juvenile allegedly created was known as "" RPCSDBOT . """,1,3233
"Now , for the first time , those without Internet access can sign up with a single phone call .","Now , for the first time , those without Internet access can sign up by phone by making a single toll-free call to ( 888 ) 382-1222 .",1,3630
Hong Kong-based Phoenix TV quoted unnamed experts as saying launch will be between Oct. 10 and 17 and will carry two men .,The Web site of Hong Kong-based Phoenix TV quoted unnamed experts as saying it would happen between Oct. 10 and 17 and carry two men .,1,3468
IAAF council member Jose Maria Odriozola said Drummond should be excluded from the championships .,""" I have proposed to the [ IAAF ] council that Drummond be excluded from the championships . """,1,2060
""" No one has anything to fear from being correctly identified but everything to fear from their identity being stolen or misused , "" Mr Blunkett said .","He added : "" No one has anything to fear from being correctly identified , but everything to fear from their identity being stolen or misused . """,1,1398
"When the manager let him in the apartment , Brianna was in her mother 's bedroom lying in a baby 's bathtub , covered with a towel and watching cartoons .","When a manager let him into the apartment , the youngster was lying in a baby 's bathtub , covered with a towel and was watching a TV cartoon channel .",1,1206
"About 700 MONUC troops are based in Bunia , but the force has neither the mandate nor the manpower to stop the fighting .","The United Nations has about 700 troops on the ground , but they have neither the mandate nor the manpower to stop the fighting .",1,2700
"Three American warships are off the Liberian coast carrying a total of 2,300 marines .","There are three warships with 2,300 Marines lingering off its coast .",1,586
Southwest said it recently exercised remaining options for the delivery of nine Boeing 737-700s next year .,Boeing said yesterday that Southwest exercised options to purchase 15 737s for delivery next year .,1,2493
The two men were allegedly trying to engage Russian exiles in Britain in the assassination plot .,The informant alleged that the two arrested men were trying to engage Russian exiles in Britain in the conspiracy to kill Mr Putin .,1,810
One had also pointed to the word refugee in an English / Turkish dictionary .,"One man had brandished an English-Turkish dictionary and pointed to the word "" refugee "" .",1,3363
"Special , sensitive light sensors pick up the telltale glow , he said .",A sensitive light detector then looks for the telltale blue glow .,1,1054
Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch .,Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch .,1,357
"Instead of remains , the Ragusas will bury a vial of Michael 's blood , which he had donated to a bone marrow center .","Instead of Ragusa 's remains , his family will bury a vial of blood he had donated to a bone marrow center .",1,2509
The yield on the benchmark 10-year Treasury note rose as high as 4.66 percent Aug. 14 from 3.07 percent in June .,The yield on the 10-year Treasury note rose to 4.46 % from 4.42 % late Thursday .,1,2570
"However , John Clare , chief executive of the Dixons Group , expressed his disappointment .","John Clare , Dixons chief executive , objected to the Commission 's findings .",1,905
"But a state judge has ruled that the so-called "" double jeopardy "" protections do not apply in the case .",A judge already has ruled that double-jeopardy protections don 't apply in the case .,1,1697
"But White House spokesman Ari Fleischer said yesterday : "" The steps the Iranians claim to have taken in terms of capturing al-Qa 'ida are insufficient . """,""" The steps that the Iranians claim to have taken in terms of capturing al-Qaida are insufficient .",1,3324
Chi-Chi 's has agreed to keep the restaurant closed until Jan. 2 - two months after it voluntarily closed following initial reports of the disease .,Chi-Chi 's has agreed to keep the restaurant closed until Jan. 2 -- two months after it voluntarily closed when the disease was first reported .,1,3789
""" The court expects that 25 years from now , the use of racial preferences will no longer be necessary , "" O 'Connor wrote .","O 'Connor wrote , "" We expect that 25 years from now , the use of racial preferences will no longer be necessary . """,1,1918
The company had an operating loss of $ 56.7 million in the first half of 2003 .,"In the first half of this year , the company lost $ 56.7 million .",1,3106
A picture of the doctor 's son holding the guitar appeared in the National Enquirer just two weeks after George died .,A photograph of the doctor 's son holding the guitar appeared in the National Enquirer two weeks after Harrison 's death .,1,3248
"They passed through the Lemelson Medical , Educational and Research Foundation Limited Partnership in 2001 to Syndia .","It said the patents were "" allegedly "" assigned to Syndia in 2001 through the Lemelson Medical , Educational and Research Foundation Limited Partnership .",1,624
"Fanned by the hot , dry Santa Ana winds and minimal humidity , major fires were raging in at least 10 places , having already burned nearly 80 937 hectares .","Those hot , dry Santa Ana winds and minimal humidity created optimal conditions for raging fires in at least 10 places that have already burned nearly 200,000 acres .",1,1810
"Mr Charlton was in the third aisle when a man in a brown suit raced past him with his hands in the air , armed with the stakes .","He said a man in the seventh row in a "" brown suit raced past me with his hands raised in the air "" armed with sharp stakes .",1,3186
Two of his cousins members of the Jordanian royal family have been mentioned as possible contenders to the throne .,"In addition , two of his cousins - members of the Jordanian royal family - have been mentioned as possible competition for the throne .",1,2263
"Data showed Italian business confidence slipped to its lowest level in 16 months in May , aiding rate cut expectations .","On Tuesday , figures also showed Italian business confidence slipped again in May to its lowest level in 16 months , doing nothing to discourage rate cut expectations .",1,3613
He also said it is too early to know whether a second wave might occur later in the winter .,Dr. Ostroff also said it was still too early to know whether a second wave would occur later in the winter .,1,2280
""" The company has always made , and continues to make , exceptional customer service and customer satisfaction a top priority , "" the statement said .","The Company has always made , and continues to make , exceptional customer service and customer satisfaction a top priority in all business practices , "" AOL added .",1,3972
The research is set to change how the public and doctors check for melanomas .,Now research by Melbourne 's Alfred Hospital will change how the public and doctors check for melanomas .,1,3016
"Now , for the first time , those without Internet access can sign up with a single phone call .","Now , for the first time , those without Internet access can sign up by phone by making a single toll-free call to ( 888 ) 382-1222 .",1,3630
But Abraham said changes in air-pollution rules would be up to the Environmental Protection Agency ( EPA ) .,Changes in air pollution rules would be up to the Environmental Protection Agency .,1,2294
""" Prime Minister Abbas , we are facing a new opportunity today , a better future for both peoples , "" Israeli Prime Minister Ariel Sharon said after Tuesday 's meeting .",""" Prime Minister Abbas , we are facing a new opportunity today , a better future for both peoples , "" Mr Sharon said .",1,3769
One of the features is the ability to delete data on a handheld device or lock down the device should a user lose it .,One of the features is the ability to delete data on a handheld device if a user loses or locks down the device .,1,194
"He has also directed "" The Flintstones , "" "" Beethoven , "" and "" Jingle All The Way . ""","Levant 's other credits include "" The Flintstones , "" "" Jingle All the Way "" and "" Beethoven . """,1,1341
"Shares of Smithfield closed up $ 1.64 , or 8.5 percent , at $ 20.85 , on the New York Stock Exchange .","Shares of Smithfield rose $ 1.64 yesterday to close at $ 20.85 , a rise of 8.5 per cent , on the New York Stock Exchange .",1,1496
"Pope John Paul has health problems but is still at the helm of the Roman Catholic Church , the pope 's top aide has told Reuters .","Pope John Paul has health problems but is firmly in charge of the Roman Catholic Church , the pope 's top aide told Reuters on Friday .",1,3756
"The council comprises 13 Shi 'ites , five Sunni Arabs , five Kurds , an Assyrian Christian and a Turkmen .","The council includes 13 Shiites , five Kurds , five Sunnis , one Christian and one Turkoman .",1,811
But Gelinas says only six have been fully re-evaluated .,Ms. Gelinas said only 1.5 per cent of those have been fully re-evaluated .,1,1516
"That 's the highest third-quarter growth rate we 've seen in over 25 years , "" said Andy Bryant , Intel 's chief financial officer .","That 's the highest third-quarter growth rate we 've seen in over 25 years , "" CFO Andy Bryant told the Associated Press .",1,383
A positive PSA test has to be followed up with a biopsy or other procedures before cancer can be confirmed .,"Before confirming a diagnosis of cancer , a positive PSA test must be followed up with a biopsy or other procedures .",1,651
""" This moves us a lot closer to saying that the foam can do this kind of damage , "" said Hubbard , a member of the Columbia Accident Investigation Board .",""" I think this moves us a lot closer toward saying that foam can do this kind of damage , "" Hubbard said .",1,3928
The plea makes Grass the second high-ranking Rite Aid executive to strike a deal with federal prosecutors in the past two weeks .,Grass is the second of the Rite Aid defendants to strike a deal with federal prosecutors this month .,1,1650
"The intelligence service , headed by Fujimori 's spy chief , Vladimiro Montesinos , was accused of torture , drug trafficking and disappearances .","The head of the intelligence service under Mr. Fujimori , Vladimiro Montesinos , was accused of tortures and disappearances .",1,3169
""" After what happened here ... it 's tacky and unpatriotic , "" said JoAnn Marquis , visiting the site with her husband from Salem , Mass .",""" It 's nasty , "" said JoAnn Marquis , visiting with her husband from Salem , Mass . "" After what happened here .",1,1469
Wall Street is looking for a profit of 30 cents a share in the third quarter and $ 1.31 for the fiscal year .,Analysts were expecting a profit of 30 cents a share for the third quarter and $ 1.31 a share for the full year .,1,3337
"The federal government intends to introduce legislation later this year that will ban unsolicited commercial e-mail , the Minister for Communications and Information Technology , Senator Richard Alston announced today .","Australia will introduce legislation later this year to ban spam , the Minister for Communications , Information Technology and the Arts , Senator Richard Alston , announced today .",1,3200
"At one of the three sampling sites at Huntington Beach , the bacteria reading came back at 160 on June 16 and at 120 on June 23 .",The readings came back at 160 on June 16 and 120 at June 23 at one of three sampling sites at Huntington Beach .,1,2944
"The 39-year-old Luster initially gave police a false name , but later revealed his true identity .",Barrera said Luster gave police a false name immediately after his arrest Wednesday but later revealed his true identity .,1,235
The two blond opponents appeared almost identical in matching powder-blue outfits – to their dismay .,"The two blond opponents appeared almost identical because they wore matching powder-blue outfits - to their dismay . """,1,1157
"France , Russia , China and others had advocated a stronger U.N. role to give a U.S.-chosen Iraqi authority international legitimacy .","France , Russia , China and even staunch ally Britain had advocated a stronger U.N. role , which they said was needed to give a U.S.-backed Iraqi authority international legitimacy .",1,2773
Hearing was partially restored by an electronic ear implant .,An electronic implant has helped Limbaugh regain most of his hearing .,1,3560
"In Virginia , Mr. Kilgore , a Republican , accused the court of undermining "" Virginia 's right to pass legislation that reflects the views and values of our citizens . ""","The Virginia attorney-general , Jerry Kilgore , accused the Supreme Court of undermining "" Virginia 's right to pass legislation that reflects the views and values of our citizens "" .",1,3014
"State health officials have reported 18 suspected cases in Wisconsin , 10 in Indiana and five in Illinois .","As of yesterday afternoon , 22 suspected cases had been reported in Wisconsin , 10 in Indiana and five in Illinois .",1,2574
"With the exception of dancing , physical activity did not decrease the risk .",Dancing was the only physical activity associated with a lower risk of dementia .,1,247
"The company has expanded into providing other services for buyers , including payment services .","The company has expanded those basic services , offering payment and even financing .",1,281
"She insisted , though , that it not be published until after her death .","She had only a single condition , that the book not be published until after her death .",1,2699
"The largest gains were seen in prices , new orders , inventories and exports .","Sub-indexes measuring prices , new orders , inventories and exports increased .",1,34
""" This is , I think , a very seminal moment in our agency 's history , "" Mr O 'Keefe said .",""" I think we are at a seminal moment in the history of this agency , "" he said .",1,3806
"In the interview , Janet Racicot said she heard the thud from the kitchen , where she was getting a glass of water early Saturday morning .","Janet Racicot heard the thud from the kitchen , where she was getting a glass of water , she said in an interview Tuesday .",1,3164
"Wyeth estimates that 1.2 million women continue to take Prempro pills , down from about 3.4 million before the study was halted last summer .","Wyeth estimates that 1,2 million women are still taking Prempro pills , down from about 3,4 million before the WHI study was halted last year .",1,2169
"Strikingly , the poll saw little difference between women and men in their feelings towards Mrs Clinton .","Strikingly , the poll saw very little difference between women and men in their feelings about the former First Lady .",1,299
"BofA said yesterday it had "" policies in place that prohibit late-day trading "" .","Bank of America says its policies prohibit late-day trading , which is illegal .",1,3346
"An evaluation suggested there was no overall net clinical benefit in patients receiving the drug in the study , the companies said in a statement distributed by Business Wire .","An evaluation of 240 arthritis patients suggested there was no overall net clinical benefit from taking the medicine , the companies said in a statement distributed by Business Wire .",1,3522
Feral 's group was behind a successful tourism boycott about a decade ago that resulted in then-Gov . Walter J. Hickel imposing a moratorium on wolf control in 1992 .,"Friends of Animals , which touts 200,000 members , was behind a successful tourism boycott that resulted in then-Gov . Walter J. Hickel imposing a moratorium on wolf control in 1992 .",1,511
"In Las Vegas , agents entered two clubs — Cheetah 's and Jaguars — along with Galardi Enterprises , an office atop a bar and pool hall in downtown Las Vegas .","In Las Vegas , federal agents stormed two clubs - Cheetah 's and Jaguars - along with Galardi Enterprises , an office atop a bar in downtown .",1,3018
"A $ 5 billion dollar-denominated portion has seen about $ 19 billion of bids , investors said .","A $ 5 billion dollar-denominated portion from GM drew about $ 21 billion of bids , an analyst looking at the deal said .",1,2100
"Jackson , 45 , posted a $ 3 million bond and returned to Las Vegas , where he is filming a music video .","After posting $ 3 million bail , Jackson flew to Las Vegas , where he had been working on a video .",1,3166
The budget analysis comes as negotiations between the City Council and the Bloomberg administration heat up .,Budget negotiations between the mayor and the City Council are entering high gear .,1,3606
"In the entire fiscal year , the company lost a record $ 1.27 billion , or $ 2.11 a share , on sales of nearly $ 3.1 billion .","For the entire fiscal year , Micron lost a record $ 1.27 billion on sales of just under $ 3.1 billion .",1,2781
The retailer said it came to the decision after hearing the opinions of customers and associates .,"The decision came after "" listening to our customers and associates , "" Melissa Berryhill , a spokeswoman for Wal-Mart , said .",1,4030
""" This is , I think , a very seminal moment in our agency 's history , "" Mr O 'Keefe said .",""" I think we are at a seminal moment in the history of this agency , "" he said .",1,3806
Defense Secretary Donald H. Rumsfeld and others argued that Saddam Hussein possessed chemical and biological weapons and was hiding them .,"Defense Secretary Donald H. Rumsfeld and others argued that Saddam Hussein ( news - web sites ) possessed chemical , biological and other weapons and was hiding them .",1,800
"Cruz came to the United States in 1960 , a year after the Cuban revolution .","Cruz came to the United States in 1960 , a year after Fidel Castro overthrew a dictatorship and installed a Communist government .",1,1259
"The court today reversed the decision of that court , the United States Court of Appeals for the Ninth Circuit .","The court Monday reversed the decision of that court , the 9th U.S. Circuit Court of Appeals .",1,3915
""" We had nothing to do with @ Stake 's internal personnel decision , "" Microsoft spokesman Sean Sundwell said .",""" Microsoft had absolutely nothing to do with AtStake 's internal personnel decision , "" Sundwall said .",1,132
Chechen officials working for the Moscow-backed government are a frequent target for rebels and tension is running high ahead of next Sunday 's presidential election in war-torn Chechnya .,"Officials in Chechnya 's Moscow-backed government are a frequent target for rebels , and tension is running high ahead of Sunday 's presidential election in the war-ravaged region .",1,509
Representatives for Puretunes could not immediately be reached for comment Wednesday .,Puretunes representatives could not be located Thursday to comment on the suit .,1,428
Vaccine makers have been thrust into the limelight as government programs to encourage wider vaccination and fears of biological attacks on civilian and military targets .,Vaccine makers have been thrust into the limelight as government programs encourage wider vaccination amid fears of biological attacks .,1,827
"Since March 11 , when the market 's major indices were at their lowest levels since hitting multi-year lows in October , the tech-laden Nasdaq has climbed nearly 20 per cent .","Since March 11 , when the markets major indexes were at their lowest levels since hitting multiyear lows in October , the tech-laden Nasdaq has climbed nearly 20 percent .",1,1021
"At least 7000 computers were affected by Parson 's worm , Assistant US Attorney Paul Luehr said .",The FBI said at least 7000 computers were infected by Parson 's software .,1,3417
"Mrs Boncyk 's husband , Wayne , had taken the family car to work , so his wife and children had to ride with neighbours .","Mrs. Boncyk 's husband , Wayne , had taken the family 's only car to work , so she and the children had to catch a ride with neighbors .",1,181
The two blond opponents appeared almost identical in matching powder-blue outfits – to their dismay .,"The two blond opponents appeared almost identical because they wore matching powder-blue outfits - to their dismay . """,1,1157
"Several relatives of Australian victims of the attack were in court to witness the proceedings , but few Balinese attended the trial .","Several relatives of Australian victims of the attack sat in the front row of the court , but few Balinese attended the trial .",1,2028
""" That doesn 't mean to say it doesn 't exist , "" said Mr. Chandler , but simply that his team hasn 't uncovered evidence indicating such a link .",""" That doesn 't mean to say it doesn 't exist , "" Mr. Chandler said , but simply that his team has found no such evidence .",1,1235
"On Thursday , a Post article argued that a 50 basis point cut from the Fed was more likely .","On Thursday , a Post article argued that a 50-basis-point cut was most likely .",1,208
"Paul Themba Nyathi , an MDC spokesman , said the Avenues Clinic was being targeted because it was treating opposition supporters .",MDC spokesperson Paul Themba Nyathi said the Avenues Clinic was targeted because it was handling opposition supporters .,1,4033
"Drinking more coffee may reduce the risk of developing the most common form of diabetes , a study has found .","Drinking caffeinated coffee , you see , may significantly reduce your risk of type 2 diabetes , the most common form of the disease .",1,2533
"On April 11 , Mayor Bart Peterson said it was "" inconceivable "" that the airline would resume operations at the base that had employed 1,500 workers , including 1,100 mechanics .","On April 11 , Mayor Bart Peterson conceded that the facility 's fate was inevitable , quashing the hopes of the airline 's 1,500 local workers , including 1,100 mechanics .",1,243
"Ximian brings Novell unparalleled expertise , strengthening our ability to work with [ our ] customers and leverage open source initiatives more constructively . """,""" Ximian brings Novell unparalleled Linux expertise . . . [ and strengthens ] our ability to work with and leverage open source initiatives more constructively . """,1,2590
"And if estimates hold , it will mark the first time in history that five films grossed more than $ 20 million each in one weekend .",It is also the first time in history that five films grossed more than $ 20 million each in one weekend .,1,2156
Water samples are being tested in a state lab to determine what caused the reaction .,Water samples are being sent to the state health department for analysis .,1,1855
"Adolescent specialist Dr Michael Cohen , who worked on the study , said doctors had treated eight-year-old children with anorexia - and that he had once treated a four-year-old boy .","Adolescent specialist Dr. Michael Cohen , who worked on the study , said doctors had treated 8-year-old children with anorexia _ and that he had once treated a 4-year-old boy .",1,1987
French Foreign Minister Dominique de Villepin was scheduled to arrive Sharm el-Sheikh on Wednesday .,"The French Foreign Minister , Dominique de Villepin , is also expected to attend .",1,164
"At first blush , then , the distinction drawn by the creators of the do-not-call registry would seem to draw the line in precisely the right place .","At first blush , then , the creators of the registry would seem to have drawn the line between exempted and banned calls in the right place .",1,1408
Another was in serious condition at Northwest Medical Center in Springdale .,"At Northwest Medical Center of Washington County in Springdale , one child is in serious condition .",1,246
"Myanmar 's pro-democracy leader Aung San Suu Kyi will be kept under house arrest following her release from a hospital where she underwent surgery , her personal physician said Friday .","Burma pro-democracy leader Aung San Suu Kyi will be released from a hospital after recovering from surgery but remain under detention at home , her personal physician said today .",1,791
Putin hailed Saudi Arabia as ``one of the most important Muslim nations .,"Before the meeting , Putin said Russia regards Saudi Arabia as a key Muslim state .",1,3569
U.S. officials say Hussein loyalists do not require high-technology eavesdropping devices to gather substantial amounts of information on the activities of American officials .,U.S. officials say operatives loyal to the ousted Saddam government do not require hightechnology eavesdropping devices to gather substantial amounts of information on the activities of American officials .,1,3939
""" The releases are the latest in a series of efforts by the government to move Myanmar to multi-party democracy and national conciliation . """,""" The releases are the latest in a series of efforts by the government to move Myanmar closer to multiparty democracy and national reconciliation , "" a government statement said .",1,831
"The second rover is scheduled for launch later this month , and both vehicles are expected to arrive at Mars in January .",The second rover is scheduled for launch on June 25 and both will arrive at Mars in January .,1,2891
""" The discovery that the MAP bug is present in the vast majority of Crohn 's sufferers means it is almost certainly causing the intestinal inflammation , "" it said in a statement .",The researchers say that the fact the MAP bug is present in the vast majority of Crohns sufferers means it is almost certainly causing the intestinal inflammation .,1,1421
The judge also refused to postpone the trial date of Sept . 29 .,Obus also denied a defense motion to postpone the Sept . 29 trial date .,1,998
"Singer Brandy and her husband , Robert Smith , have called it quits .","Brandy and Husband SplitR 'n'b star Brandy and Robert Smith , her husband of two years have split up .",1,240
"The stock rose $ 2.11 , or about 11 percent , to close Friday at $ 21.51 on the New York Stock Exchange .",PG & E Corp. shares jumped $ 1.63 or 8 percent to $ 21.03 on the New York Stock Exchange on Friday .,1,4
The three priests were careful to go through church channels first as they exercised their rights under canon law .,"The priests went through church channels first , exercising their rights under canon law .",1,1874
"Hernandez has been treated for breast cancer , and Moore suffers from non-Hodgkin 's lymphoma .",Hernandez had breast cancer and Moore is being treated for non-Hodgkins lymphoma .,1,3646
Two Atlanta companies that have not been accused of wrongdoing -- Delta Air Lines Inc. and the Home Depot -- were mentioned as having excessive pay packages for its CEOs .,Two Atlanta-based companies that have not been accused of wrongdoing -- Delta Air Lines and Home Depot -- were also mentioned by witnesses as having excessive pay packages for CEOs .,1,2129
""" The difference is just something called the tuner , which is a very small piece of equipment . ""","The only difference is a tuner , a small piece of electronics . """,1,3027
"Two brothers who were among seven Portland suspects accused of aiding terrorists have decided to plead guilty to conspiring to aid al-Qaida and the Taliban , officials said Wednesday .",Two brothers who were among seven people accused of aiding terrorists pleaded guilty yesterday to charges of conspiring to help Al Qaeda and the Taliban during the war in Afghanistan .,1,2912
"It 's a task that would challenge even the sharpest of computer geeks : set up a hacker-proof computer network for 190,000 government workers across the country fighting terrorism .","It would be a daunting challenge for even the sharpest programming wizards : set up a secure computer network for the 190,000 workers in the Homeland Security Department .",1,3586
United already has paid the city $ 34 million in penalties for not meeting the first round of employment targets .,United has paid $ 34 million in penalties for failing to meet employment targets .,1,793
"The single currency rose as far as 135.13 yen , matching a record high hit shortly after the euro 's launch in January 1999 .","The single currency rose as far as 135.26 yen , its highest level since the introduction of the single currency in January 1999 .",1,2426
"No charges have been filed in those deaths , but prosecutor David Lupas said authorities were making progress in the case .","No charges have been filed in those deaths , but Luzerne County District Attorney David Lupas said authorities were "" continuing to make significant progress "" in the case .",1,3205
""" Right from the beginning , we didn 't want to see anyone take a cut in pay .","But Mr. Crosby told The Associated Press : "" Right from the beginning , we didn 't want to see anyone take a cut in pay .",1,2282
"A nationally known itinerant computer hacker faces a federal arrest warrant on a sealed federal complaint in New York , a federal defender in California said Friday .","A nationally known computer hacker is being sought on a federal arrest warrant stemming from a sealed complaint in New York , a federal defender in California said Friday .",1,3092
"The shares represent more than half the 115.9 million shares Turner held at the end of April , according to Bloomberg data .",The sale represents about 52 per cent of the 115.9 million shares Mr Turner held at the end of April .,1,2861
"During the flight , engineers misjudged the extent of the damage , and even during that period they lamented that the liftoff photography was poor .","During the flight , engineers underestimated the extent of the damage , and even then lamented that the liftoff photography was so poor .",1,3571
"Several cities are competing for the headquarters , including Miami ; Panama City ; Atlanta ; Port-of-Spain , Trinidad ; and Puebla , Mexico .","But Miami is competing with eight other cities , including Atlanta ; Panama City ; Port-of-Spain , Trinidad ; and Cancn , Mexico .",1,1536
""" Third . . . we are not allowed to kill women , except those who join the war [ against Islam ] . ""","In jihad , we are not allowed to kill women , except those who join the war ( against Islam ) . """,1,333
"Cool , moist air moved into Colorado early Thursday and brought precipitation to two wind-whipped wildfires that had forced thousands to flee and threatened several hundred homes .","Cool , moist air moved into Colorado overnight , raising hopes for firefighters battling two wind-whipped wildfires that forced thousands to flee and threatened hundreds of homes .",1,3133
"Thursday , Mr. Romanow called it an offence to democracy to not implement a council that so many Canadians support .","Yesterday , Mr. Romanow said it was an affront to democracy to not implement a council that so many Canadians support .",1,4051
"Gilroy police and FBI agents described Gehring as cooperative , but said Saturday that he had revealed nothing about what had happened to the children .","Saturday , officials in California described Gehring as cooperative — but said he has revealed nothing about what has happened to the children .",1,4068
Wall Street regained a positive track yesterday after two of Saddam Hussein 's sons were killed in a firefight in Iraq .,WALL St regained a positive track today following news that two of Saddam Hussein 's sons were among four Iraqis killed in a US raid in northern Iraq .,1,1868
Chief Executive Rod Eddington is to meet the three unions separately on Monday afternoon .,Eddington is to meet the other two unions separately later on Monday .,1,1493
"So far , however , only four companies have licensed the protocols , according to the report to the judge yesterday .","So far , only four companies have licensed Microsoft 's communications protocols : EMC , Network Appliance , VeriSign and Starbak Communications , the report noted .",1,655
"In the settlement , Tyrer agreed to pay $ US1.06 million in allegedly ill-gotten trading profits and $ US342,195 in interest , the SEC said .","To settle the charges , Mr. Tyrer agreed to surrender $ 1.06 million in trading profits and $ 342,195 in interest .",1,3814
